GA00071225394	GA00974685019
GA00897281112	
GA00897281252	
GA00897281422	
GA00897281732	
GA00897284472	
GA00897284642	
GA00897284812	
GA00897285002	
GA00897285452	
GA00897285622	
GA00897285762	
GA00897286432	
GA00897286882	
GA00897287692	GA00897287722
GA00897288222	GA00997288254
GA00897289172	
GA00897289342	
GA00897289482	
GA00897289512	
GA00897290162	
GA00897293382	
GA00897294222	
GA00897294982	
GA00897295172	
GA00897295342	
GA00897295652	
GA00897295962	GA00997295994
GA00897296802	GA00997296818
GA00897299062	
GA00897299232	
GA00897299542	
GA00897300192	
GA00897300362	
GA00897300702	
GA00897300842	
GA00897300982	
GA00897301482	
GA00897304562	
GA00897305712	
GA00897305852	
GA00897306182	
GA00897306492	
GA00897306662	
GA00897308282	GA00997308352
GA00897309262	
GA00897310252	
GA00897310562	
GA00897311682	
GA00897311852	
GA00897312352	
GA00897312662	
GA00897315882	
GA00897316072	
GA00897317672	
GA00897317702	
GA00897320622	
GA00897320762	
GA00897320932	GA00997320948
GA00897322242	
GA00897322722	
GA00897323532	
GA00897323842	
GA00897324032	
GA00897324172	
GA00897324202	
GA00897324482	
GA00897324792	
GA00897325322	GA00997325354
GA00897326272	
GA00897326922	GA00997326946
GA00897328372	
GA00897330032	
GA00897330172	
GA00897330962	
GA00897331012	
GA00897331322	
GA00897334402	
GA00897335182	
GA00897335492	
GA00897336022	
GA00897337312	
GA00897338572	
GA00897341492	
GA00897341662	
GA00897342162	
GA00897342472	
GA00897345102	
GA00897346532	
GA00897347172	
GA00897348772	
GA00897350092	
GA00897350122	
GA00897350262	
GA00897351102	
GA00897351552	
GA00897351692	
GA00897351722	
GA00897352192	
GA00897352532	GA00997352580
GA00897354942	
GA00897355272	
GA00897355582	
GA00897355922	
GA00897356252	
GA00897356872	
GA00897358042	GA00997358082
GA00897359502	
GA00897362422	
GA00897363992	
GA00897364182	
GA00897364212	GA00997364228
GA00897364522	
GA00897364972	GA00997365003
GA00897365022	
GA00897365162	
GA00897365332	
GA00897365472	GA00997365496
GA00897365502	
GA00897365642	
GA00897365812	
GA00897371502	
GA00897371812	
GA00897373882	
GA00897378272	
GA00897378302	
GA00897378612	
GA00897378922	
GA00897379112	
GA00897380072	GA00997380126
GA00897380552	
GA00897384442	
GA00897384752	GA00997384784
GA00897385082	GA00897385112
GA00897385252	
GA00897385392	
GA00897385732	
GA00897385902	
GA00897388642	
GA00897391252	
GA00897391392	
GA00897391422	
GA00897392232	
GA00897392372	
GA00897392852	GA00997392876
GA00897392992	GA00997393023
GA00897393182	
GA00897393212	
GA00897393522	
GA00897395932	
GA00897396262	
GA00897396572	
GA00897396602	
GA00897396742	
GA00897397072	
GA00897397242	
GA00897397692	
GA00897397722	GA00997397754
GA00897398362	GA00997398505
GA00897400812	
GA00897400952	
GA00897402882	
GA00897403382	
GA00897403552	
GA00897403722	
GA00897403862	GA00997403886
GA00897404362	
GA00897404672	
GA00897404842	GA00997404866
GA00897404982	
GA00897405032	GA00997405064
GA00897405342	
GA00897405792	
GA00897409372	
GA00897409402	
GA00897409682	
GA00897409852	GA00997409876
GA00897410702	
GA00897410982	
GA00897411032	
GA00897411652	
GA00897412152	
GA00897412942	
GA00897413302	
GA00897414252	
GA00897414422	
GA00897414562	
GA00897415992	GA00997416023
GA00897416352	
GA00897418312	
GA00897420082	
GA00897420422	
GA00897420562	
GA00897420732	
GA00897420902	
GA00897421062	
GA00897425092	
GA00897425432	
GA00897426102	
GA00897426242	
GA00897426552	
GA00897426862	
GA00897427362	GA00997427424
GA00897432072	
GA00897432552	
GA00897432692	
GA00897432862	
GA00897433052	
GA00897433532	GA00997433556
GA00897433982	
GA00897434822	
GA00897438232	
GA00897438372	GA00997438450
GA00897438542	
GA00897439352	
GA00897440962	
GA00897441012	
GA00897442582	
GA00897442612	
GA00897443082	GA00997443128
GA00897443732	
GA00897444372	
GA00897446812	
GA00897446952	
GA00897447002	
GA00897447282	
GA00897447452	
GA00897449072	GA00897449102
GA00897449242	GA00997449266
GA00897449552	
GA00897449692	
GA00897453592	
GA00897454092	GA00997454138
GA00897454912	GA00997454979
GA00897455072	
GA00897455412	
GA00897456982	
GA00897459922	
GA00897460122	
GA00897461242	GA00997461274
GA00897461692	
GA00897461722	
GA00897461862	
GA00897464942	
GA00897465132	
GA00897465272	
GA00897465302	
GA00897465752	
GA00897466562	
GA00897466872	GA00997466918
GA00897468352	GA00997468384
GA00897468522	
GA00897470632	
GA00897470802	
GA00897470942	
GA00897471132	
GA00897471302	
GA00897471752	GA00997471814
GA00897471892	
GA00897472082	
GA00897472392	
GA00897472872	GA00997472896
GA00897475332	
GA00897475952	
GA00897476002	
GA00897477742	GA00997477758
GA00897479362	
GA00897479702	
GA00897480832	
GA00897481162	
GA00897484692	
GA00897484862	
GA00897485052	
GA00897485362	
GA00897485702	
GA00897485842	
GA00897485982	
GA00897486482	
GA00897488582	
GA00897488612	
GA00897489392	
GA00897489422	
GA00897489732	
GA00897490072	GA00997490134
GA00897491052	
GA00897494132	
GA00897494582	
GA00897495082	
GA00897495902	GA00997495934
GA00897497352	
GA00897498952	
GA00897499282	
GA00897499452	GA00997499492
GA00897500302	
GA00897500892	
GA00897503492	
GA00897504022	
GA00897504782	
GA00897505142	
GA00897505622	GA00997505638
GA00897509172	
GA00897510162	GA00997510208
GA00897510472	
GA00897510812	
GA00897510952	
GA00897511002	
GA00897511622	GA00997511646
GA00897514672	
GA00897515032	
GA00897515172	
GA00897515512	
GA00897515822	
GA00897515962	
GA00897516012	
GA00897516152	
GA00897516292	
GA00897516322	
GA00897516802	
GA00897517132	
GA00897517272	
GA00897517302	
GA00897517612	
GA00897517752	
GA00897522152	
GA00897523272	
GA00897523302	
GA00897523612	
GA00897523752	
GA00897531992	
GA00897532182	
GA00897532522	
GA00897532662	
GA00897533502	
GA00897534592	
GA00897538172	
GA00897538202	
GA00897538342	
GA00897538482	
GA00897538822	
GA00897539012	
GA00897539322	
GA00897539462	GA00997539494
GA00897541092	GA00997541332
GA00897543222	
GA00897543362	
GA00897543702	
GA00897543842	
GA00897543982	
GA00897544482	
GA00897544512	
GA00897545632	
GA00897546892	
GA00897546922	
GA00897547112	
GA00897547252	
GA00897547902	
GA00897548232	
GA00897548542	
GA00897549972	
GA00897550792	GA00997550838
GA00897551322	GA00997551370
GA00897551802	GA00997551834
GA00897552922	
GA00897553252	
GA00897553872	
GA00897554062	
GA00897556952	
GA00897558092	
GA00897558122	
GA00897558602	GA00997558650
GA00897559412	
GA00897559552	
GA00897560402	
GA00897569582	
GA00897570742	
GA00897571242	
GA00897578352	
GA00897578492	GA00897578522
GA00897578832	
GA00897579162	
GA00897579812	
GA00897579952	GA00997579968
GA00897580632	GA00997697073
GA00897583402	
GA00897583712	
GA00897584352	
GA00897585502	
GA00897586312	
GA00897586592	
GA00897587092	
GA00897587122	GA00997587162
GA00897588722	
GA00897590212	
GA00897590972	
GA00897591332	
GA00897592002	
GA00897592762	
GA00897593432	
GA00897593882	
GA00897595842	
GA00897596512	GA00997596536
GA00897596822	GA00997596846
GA00897596962	
GA00897597772	
GA00897597802	
GA00897598922	
GA00897599252	GA00997599284
GA00897601702	
GA00897601982	
GA00897602032	
GA00897603292	
GA00897603322	
GA00897603632	
GA00897604582	
GA00897605082	
GA00897608332	
GA00897608502	
GA00897610272	GA00997610288
GA00897610302	
GA00897612852	
GA00897615312	
GA00897616602	
GA00897619822	
GA00897620022	
GA00897620162	
GA00897620812	
GA00897621932	
GA00897622882	
GA00897625792	
GA00897625962	
GA00897627442	
GA00897627582	GA00997627601
GA00897627612	
GA00897628082	
GA00897628902	
GA00897629062	
GA00897633272	
GA00897633302	
GA00897635062	
GA00897635402	GA00997635426
GA00897635682	GA00997635701
GA00897638762	
GA00897639912	
GA00897640082	
GA00897640112	
GA00897640902	
GA00897641852	
GA00897644762	
GA00897645262	
GA00897648792	
GA00897649772	
GA00897650622	
GA00897651742	
GA00897652862	
GA00897654202	
GA00897654342	
GA00897654962	
GA00897655292	GA00997655354
GA00897655322	GA00997655346
GA00897655462	
GA00897655632	
GA00897655802	GA00997655850
GA00897656582	GA00897656612
GA00897657112	GA00997657136
GA00897657392	
GA00897657422	
GA00897658372	
GA00897658712	
GA00897659972	
GA00897660172	
GA00897660962	
GA00897661942	
GA00897663422	
GA00897663732	
GA00897663872	
GA00897663902	
GA00897664372	
GA00897664402	
GA00897665352	
GA00897665662	
GA00897665972	
GA00897666502	
GA00897666782	
GA00897666812	
GA00897667002	GA00997667042
GA00897667592	
GA00897667762	
GA00897670402	
GA00897670542	
GA00897671522	
GA00897671662	
GA00897672332	
GA00897672472	
GA00897672782	
GA00897672952	
GA00897676222	
GA00897676842	
GA00897676982	
GA00897677172	
GA00897678152	
GA00897679922	
GA00897680092	
GA00897680882	
GA00897681382	
GA00897682362	
GA00897682702	
GA00897686732	
GA00897688182	
GA00897688352	
GA00897688492	
GA00897689162	GA00997689194
GA00897689502	
GA00897689782	
GA00897689952	
GA00897690292	
GA00897690322	
GA00897691892	
GA00897694042	
GA00897695022	
GA00897695502	
GA00897696002	
GA00897696282	
GA00897697092	
GA00897697432	
GA00897697572	
GA00897697602	GA00997697642
GA00897698072	
GA00897700352	
GA00897701022	
GA00897701332	GA00997701380
GA00897701952	
GA00897702002	
GA00897703092	
GA00897703602	
GA00897703742	
GA00897705362	
GA00897705672	
GA00897705702	
GA00897705842	
GA00897705982	
GA00897706032	
GA00897706482	
GA00897706792	
GA00897706962	GA00997706994
GA00897707292	
GA00897707322	
GA00897707802	
GA00897710692	
GA00897710722	
GA00897710862	
GA00897711192	
GA00897711222	GA00997711289
GA00897711842	
GA00897711982	
GA00897712202	
GA00897712512	
GA00897712962	
GA00897713012	
GA00897713152	
GA00897713292	
GA00897713322	
GA00897714132	
GA00897714272	GA00997714296
GA00897714752	
GA00897716852	
GA00897717182	GA00997717201
GA00897717662	GA00997717694
GA00897718022	
GA00897718502	
GA00897719142	
GA00897719762	
GA00897720302	
GA00897720752	
GA00897721082	
GA00897721902	
GA00897722232	
GA00897722372	
GA00897722402	
GA00897722542	
GA00897722992	
GA00897723042	GA00997723066
GA00897723182	GA00997723201
GA00897723212	
GA00897723662	
GA00897723972	
GA00897724472	
GA00897726432	
GA00897726572	
GA00897727072	
GA00897727382	
GA00897727552	
GA00897727692	
GA00897728702	
GA00897731282	
GA00897731312	
GA00897731592	
GA00897731932	
GA00897732742	
GA00897734702	
GA00897735172	
GA00897736012	
GA00897736292	
GA00897736772	GA00997736796
GA00897736802	
GA00897737442	
GA00897737582	
GA00897737922	
GA00897738732	
GA00897741032	
GA00897741482	
GA00897741962	
GA00897742322	
GA00897742772	
GA00897742942	
GA00897743302	GA00997743334
GA00897743892	
GA00897744562	
GA00897744902	
GA00897745992	
GA00897746182	
GA00897746662	
GA00897747162	
GA00897747502	
GA00897748282	
GA00897749262	
GA00897749602	
GA00897749742	
GA00897750252	
GA00897750392	
GA00897750732	
GA00897751232	
GA00897752522	
GA00897752832	
GA00897754592	
GA00897754762	
GA00897755432	
GA00897756242	
GA00897757192	
GA00897757222	
GA00897757362	
GA00897757672	
GA00897759152	
GA00897761262	
GA00897761432	
GA00897761572	
GA00897761602	
GA00897761742	
GA00897761882	
GA00897762242	
GA00897762552	
GA00897762692	
GA00897762722	
GA00897763982	
GA00897765152	
GA00897765772	
GA00897766922	
GA00897767732	
GA00897767872	
GA00897768232	
GA00897768372	
GA00897768402	
GA00897768712	
GA00897769522	
GA00897770202	
GA00897770342	
GA00897770962	
GA00897771012	
GA00897771292	
GA00897771322	
GA00897771632	GA00997771656
GA00897771772	
GA00897772272	
GA00897772442	
GA00897772612	
GA00897772752	
GA00897773112	
GA00897773732	
GA00897774852	
GA00897775352	
GA00897775492	
GA00897776332	
GA00897780712	
GA00897781352	
GA00897782472	
GA00897787512	
GA00897788462	
GA00897788942	
GA00897789612	
GA00897790882	
GA00897791412	
GA00897793652	
GA00897794152	
GA00897794772	
GA00897794802	
GA00897795752	
GA00897800292	
GA00897800772	
GA00897800802	
GA00897801302	
GA00897801612	
GA00897802082	
GA00897802112	
GA00897802422	
GA00897804212	
GA00897806002	
GA00897806762	
GA00897807572	
GA00897807602	
GA00897808072	
GA00897808242	
GA00897808382	
GA00897808412	
GA00897811332	
GA00897812932	
GA00897813092	
GA00897813572	
GA00897813602	
GA00897814072	
GA00897814102	
GA00897814412	
GA00897814692	
GA00897815532	
GA00897817942	
GA00897818132	
GA00897819422	
GA00897819732	
GA00897821362	
GA00897824752	
GA00897824922	
GA00897826372	
GA00897829142	
GA00897829282	
GA00897830132	
GA00897830442	
GA00897830612	
GA00897830752	
GA00897830892	
GA00897831082	
GA00897831562	
GA00897833972	
GA00897834332	
GA00897835592	
GA00897836262	GA00997836286
GA00897836432	
GA00897836742	
GA00897836882	GA00997836928
GA00897836912	
GA00897837102	
GA00897837242	
GA00897837382	
GA00897839172	
GA00897841142	
GA00897841282	
GA00897841592	
GA00897842432	
GA00897842572	
GA00897843722	
GA00897844702	
GA00897845172	
GA00897845202	
GA00897845342	
GA00897845822	
GA00897847892	
GA00897848082	
GA00897848112	
GA00897848562	
GA00897848902	
GA00897849232	
GA00897849542	
GA00897849682	
GA00897850192	
GA00897850222	
GA00897850362	
GA00897850842	
GA00897851172	
GA00897851512	
GA00897851962	
GA00897852292	
GA00897855402	
GA00897855852	
GA00897855992	
GA00897856212	
GA00897856832	GA00997856848
GA00897857162	
GA00897857502	
GA00897858142	
GA00897858282	
GA00897861712	
GA00897863022	
GA00897865092	
GA00897865262	
GA00897867702	
GA00897868032	
GA00897868512	
GA00897869012	
GA00897869152	
GA00897869322	
GA00897870592	
GA00897870762	
GA00897871742	
GA00910002406	
GA00910005332	
GA00910005421	
GA00910008714	
GA00910009974	GA00914224314
GA00910011022	
GA00910013254	
GA00910014048	GA00911579308
GA00910014137	GA00957626327
GA00910014315	
GA00910014404	
GA00910021621	
GA00910026046	
GA00910027107	
GA00910028189	
GA00910030604	
GA00910031031	
GA00910032003	
GA00910034790	
GA00910035673	GA00968789139
GA00910035851	
GA00910037706	
GA00910038966	
GA00910040391	
GA00910040847	GA00923921508
GA00910041096	GA00923921508
GA00910044656	
GA00910045717	
GA00910050435	
GA00910050702	
GA00910051784	
GA00910052845	
GA00910053183	
GA00910053272	GA00940799163
GA00910054422	
GA00910055860	
GA00910057537	
GA00910059580	
GA00910061550	
GA00910062255	GA00811102822
GA00910062611	
GA00910064843	
GA00910065815	
GA00910071882	GA00990131317
GA00910071971	GA00920968201
GA00910072110	
GA00910076108	
GA00910076663	
GA00910077090	GA00964414939
GA00910079123	
GA00910079778	
GA00910082620	GA00953527103
GA00910084585	
GA00910084852	
GA00910085913	
GA00910089099	
GA00910089277	GA00976911105
GA00910091247	GA00917330557
GA00910093290	GA00938741700
GA00910093568	
GA00910095889	
GA00910098071	GA00979596812
GA00910100122	GA00950284420
GA00910100211	GA00986386092
GA00910102443	
GA00910106252	
GA00910108484	
GA00910108751	
GA00910109723	GA00929931661
GA00910114085	GA00981637828
GA00910114174	GA00989197355
GA00910114441	
GA00910115235	GA00975350940
GA00910115790	GA00930233595
GA00910116029	
GA00910116207	GA00967858587
GA00910116851	GA00916218753
GA00910116940	
GA00910117378	
GA00910119400	GA00981390539
GA00910119877	
GA00910120409	
GA00910121758	
GA00910123068	GA00990440743
GA00910123335	GA00989202561
GA00910126628	GA00988780952
GA00910127322	
GA00910128493	GA00989173308
GA00910130730	GA00979680120
GA00910132695	
GA00910135422	GA00988964395
GA00910136127	GA00939300880
GA00910136216	GA00950997184
GA00910139053	
GA00910139142	GA00922136513
GA00910141023	
GA00910144871	
GA00910145487	
GA00910149741	
GA00910150650	
GA00910153854	GA00930869147
GA00910154915	
GA00910155520	GA00980748669
GA00910157396	GA00986961089
GA00910159518	
GA00910161121	GA00989253298
GA00910163353	GA00985071330
GA00910163620	GA00988836680
GA00910164791	
GA00910170570	
GA00910170759	GA00982404479
GA00910171097	
GA00910171909	
GA00910174657	GA00933138488
GA00910176412	
GA00910185039	
GA00910188054	
GA00910191918	
GA00910197959	
GA00910198920	
GA00910201042	
GA00910204246	GA00968296280
GA00910208055	
GA00910209205	GA00958712987
GA00910213407	
GA00910217127	
GA00910220624	
GA00910224166	
GA00910224700	
GA00910225049	GA00989059866
GA00910225227	GA00889089482
GA00910228609	GA00989015354
GA00910228897	
GA00910228986	
GA00910229958	
GA00910231839	GA00989268112
GA00910234021	
GA00910235915	GA00984296665
GA00910236164	
GA00910236342	
GA00910237225	GA00989057162
GA00910237691	
GA00910239457	GA00932064308
GA00910239813	GA00916490879
GA00910241427	
GA00910241982	GA00982240832
GA00910242598	GA00989240900
GA00910243292	
GA00910244175	GA00989117017
GA00910245325	GA00985945063
GA00910250221	GA00989182765
GA00910252186	
GA00910253158	
GA00910254308	GA00981388208
GA00910254685	
GA00910255290	
GA00910256351	GA00975966372
GA00910257234	GA00934064437
GA00910261258	GA00976948394
GA00910261525	
GA00910262874	
GA00910267299	GA00942163274
GA00910267566	GA00989160257
GA00910267655	GA00987275715
GA00910270885	GA00965614834
GA00910271857	GA00989159917
GA00910272462	
GA00910272918	
GA00910274694	
GA00910274872	
GA00910275100	
GA00910276549	
GA00910279009	
GA00910280007	GA00989084046
GA00910281089	
GA00910287486	GA00945546379
GA00910288091	
GA00910289241	
GA00910291866	GA00988939218
GA00910291955	GA00989241869
GA00910292005	
GA00910295764	GA00989106023
GA00910296914	GA00889008482
GA00910298879	
GA00910299662	
GA00910301268	GA00936661653
GA00910302051	GA00989134264
GA00910302507	
GA00910303201	
GA00910305433	
GA00910306049	
GA00910306138	GA00910747711
GA00910307398	GA00912008754
GA00910307754	GA00981947843
GA00910309153	GA00989499629
GA00910309242	
GA00910309986	
GA00910310895	GA00987212853
GA00910317520	
GA00910318403	
GA00910319396	
GA00910320572	GA00912941329
GA00910321811	GA00985081204
GA00910322249	
GA00910322338	GA00989599682
GA00910322427	GA00990474311
GA00910323687	
GA00910323865	GA00990643733
GA00910323954	
GA00910324004	GA00934707486
GA00910324381	
GA00910326058	
GA00910331876	
GA00910333631	GA00961830850
GA00910334980	
GA00910337262	
GA00910339117	
GA00910342258	GA00914224314
GA00910342614	
GA00910346067	GA00930834858
GA00910349538	
GA00910355228	
GA00910355317	GA00889237082
GA00910355406	GA00986130861
GA00910355694	
GA00910356488	GA00989222295
GA00910356844	
GA00910357905	GA00988971936
GA00910358154	
GA00910358243	GA00952298879
GA00910360302	
GA00910360868	
GA00910363506	GA00989241540
GA00910363972	GA00989244779
GA00910364200	GA00989531417
GA00910364499	
GA00910365193	GA00910356488
GA00910369180	GA00971125764
GA00910369369	GA00971125764
GA00910370189	
GA00910374354	
GA00910374443	GA00989059483
GA00910375881	GA00960967488
GA00910375970	GA00981409906
GA00910376020	
GA00910377825	
GA00910380044	GA00995422964
